36.2162,-90.2540,0
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
36.2162,-90.2540,1
35.0391,-92.4673,1
33.8760,-94.6384,1
32.7253,-96.7702,1
31.5857,-98.8651,1
30.4555,-100.9255,1
29.3334,-102.9533,1
28.2183,-104.9505,1
27.1086,-106.9187,1
26.0033,-108.8594,1
24.9012,-110.7738,1
23.8009,-112.6633,1
22.7012,-114.5289,1
21.6010,-116.3717,1
20.4989,-118.1924,1
19.3936,-119.9919,1
18.2837,-121.7708,1
17.1678,-123.5297,1
16.0442,-125.2692,1
14.9113,-126.9896,1
13.7673,-128.6912,1
12.1413,-127.8643,1
10.5907,-126.9758,1
9.1170,-126.0278,1
7.7211,-125.0220,1
6.4036,-123.9605,1
5.1646,-122.8447,1
4.0037,-121.6765,1
2.9204,-120.4573,1
1.9138,-119.1885,1
0.9828,-117.8713,1
0.1260,-116.5069,1
-0.6578,-115.0961,1
-1.3702,-113.6398,1
-2.0127,-112.1385,1
-2.5869,-110.5928,1
-3.0944,-109.0029,1
-3.5366,-107.3689,1
-3.9150,-105.6907,1
-4.2310,-103.9680,1
-4.4860,-102.2003,1
-2.9962,-100.8289,1
-1.5136,-99.4174,1
-0.0373,-97.9655,1
1.4336,-96.4727,1
2.9004,-94.9383,1
4.3640,-93.3618,1
5.8257,-91.7420,1
7.2868,-90.0779,1
8.7485,-88.3681,1
10.2124,-86.6111,1
11.6799,-84.8049,1
13.1528,-82.9475,1
14.6328,-81.0363,1
16.1220,-79.0685,1
17.6224,-77.0406,1
19.1365,-74.9486,1
20.6669,-72.7881,1
22.2167,-70.5535,1
23.7894,-68.2385,1
25.3889,-65.8354,1
25.4572,-67.7090,1
25.5836,-69.4976,1
25.7661,-71.2059,1
26.0028,-72.8380,1
26.2922,-74.3973,1
26.6329,-75.8866,1
27.0237,-77.3083,1
27.4633,-78.6646,1
27.9509,-79.9572,1
28.4854,-81.1875,1
29.0660,-82.3567,1
29.6917,-83.4660,1
30.3617,-84.5161,1
31.0751,-85.5077,1
31.8310,-86.4414,1
32.6286,-87.3177,1
33.4668,-88.1369,1
34.3449,-88.8992,1
35.2617,-89.6049,1
36.2162,-90.2540,1
36.2162,-90.2540,0
13.7673,-128.6912,0
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
13.7673,-128.6912,1
12.1582,-129.4032,1
10.5275,-130.0775,1
8.8756,-130.7130,1
7.2032,-131.3089,1
5.5109,-131.8640,1
3.7999,-132.3773,1
2.0713,-132.8479,1
0.3265,-133.2747,1
-1.4326,-133.6570,1
-3.2041,-133.9939,1
-4.9857,-134.2845,1
-6.7750,-134.5283,1
-8.5694,-134.7246,1
-10.3658,-134.8729,1
-12.1612,-134.9730,1
-13.9524,-135.0245,1
-15.7360,-135.0273,1
-17.5085,-134.9814,1
-19.2665,-134.8869,1
-21.0065,-134.7440,1
-20.2049,-133.2372,1
-19.4039,-131.7205,1
-18.6028,-130.1938,1
-17.8011,-128.6565,1
-16.9982,-127.1084,1
-16.1936,-125.5490,1
-15.3869,-123.9778,1
-14.5775,-122.3944,1
-13.7651,-120.7981,1
-12.9490,-119.1885,1
-12.1289,-117.5649,1
-11.3043,-115.9267,1
-10.4747,-114.2732,1
-9.6397,-112.6037,1
-8.7987,-110.9173,1
-7.9513,-109.2132,1
-7.0969,-107.4904,1
-6.2349,-105.7481,1
-5.3648,-103.9851,1
-4.4860,-102.2003,1
-4.4860,-102.2003,0
30.3617,-84.5161,0
29.6921,-85.6322,1
29.0260,-86.7352,1
28.3630,-87.8256,1
27.7028,-88.9037,1
27.0453,-89.9700,1
26.3902,-91.0249,1
25.7372,-92.0687,1
25.0861,-93.1017,1
24.4366,-94.1243,1
23.7886,-95.1367,1
23.1418,-96.1392,1
22.4961,-97.1321,1
21.8511,-98.1156,1
21.2067,-99.0900,1
20.5627,-100.0554,1
19.9190,-101.0120,1
19.2752,-101.9601,1
18.6312,-102.8998,1
17.9868,-103.8312,1
17.3418,-104.7546,1
17.0744,-104.4370,1
16.8117,-104.1146,1
16.5539,-103.7874,1
16.3008,-103.4555,1
16.0526,-103.1188,1
15.8092,-102.7773,1
15.5707,-102.4311,1
15.3370,-102.0802,1
15.1082,-101.7246,1
14.8842,-101.3642,1
14.6651,-100.9991,1
14.4509,-100.6293,1
14.2415,-100.2547,1
14.0370,-99.8755,1
13.8374,-99.4915,1
13.6426,-99.1028,1
13.4528,-98.7094,1
13.2678,-98.3113,1
13.0877,-97.9085,1
12.9125,-97.5009,1
13.6086,-96.5993,1
14.3044,-95.6878,1
15.0001,-94.7663,1
15.6958,-93.8346,1
16.3918,-92.8925,1
17.0883,-91.9397,1
17.7855,-90.9760,1
18.4836,-90.0011,1
19.1829,-89.0148,1
19.8835,-88.0168,1
20.5858,-87.0068,1
21.2899,-85.9843,1
21.9962,-84.9491,1
22.7049,-83.9007,1
23.4162,-82.8388,1
24.1305,-81.7628,1
24.8481,-80.6723,1
25.5692,-79.5668,1
26.2943,-78.4457,1
27.0237,-77.3083,1
27.0237,-77.3083,0
19.9019,-113.4551,0
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.9019,-113.4551,1
19.6423,-113.8606,1
19.3825,-114.2649,1
19.1226,-114.6680,1
18.8624,-115.0699,1
18.6019,-115.4707,1
18.3413,-115.8703,1
18.0803,-116.2687,1
17.8191,-116.6660,1
17.5575,-117.0621,1
17.2957,-117.4571,1
17.0335,-117.8509,1
16.7709,-118.2436,1
16.5080,-118.6352,1
16.2447,-119.0257,1
15.9810,-119.4151,1
15.7168,-119.8033,1
15.4523,-120.1905,1
15.1872,-120.5766,1
14.9217,-120.9616,1
14.6556,-121.3455,1
14.3812,-121.1725,1
14.1093,-120.9971,1
13.8400,-120.8195,1
13.5733,-120.6396,1
13.3093,-120.4573,1
13.0479,-120.2728,1
12.7891,-120.0861,1
12.5330,-119.8971,1
12.2795,-119.7058,1
12.0287,-119.5123,1
11.7805,-119.3166,1
11.5350,-119.1187,1
11.2922,-118.9186,1
11.0521,-118.7163,1
10.8146,-118.5118,1
10.5798,-118.3052,1
10.3477,-118.0963,1
10.1183,-117.8854,1
9.8916,-117.6723,1
9.6675,-117.4571,1
9.9614,-117.0874,1
10.2545,-116.7165,1
10.5471,-116.3443,1
10.8389,-115.9707,1
11.1302,-115.5958,1
11.4209,-115.2196,1
11.7110,-114.8421,1
12.0005,-114.4632,1
12.2896,-114.0830,1
12.5781,-113.7014,1
12.8661,-113.3185,1
13.1536,-112.9343,1
13.4406,-112.5487,1
13.7273,-112.1617,1
14.0135,-111.7734,1
14.2993,-111.3836,1
14.5847,-110.9925,1
14.8697,-110.6000,1
15.1544,-110.2062,1
15.4387,-109.8109,1
15.6407,-110.0138,1
15.8450,-110.2146,1
16.0515,-110.4132,1
16.2602,-110.6097,1
16.4712,-110.8040,1
16.6844,-110.9962,1
16.8999,-111.1861,1
17.1176,-111.3739,1
17.3376,-111.5595,1
17.5597,-111.7430,1
17.7841,-111.9242,1
18.0107,-112.1032,1
18.2395,-112.2800,1
18.4704,-112.4546,1
18.7036,-112.6269,1
18.9389,-112.7970,1
19.1764,-112.9649,1
19.4161,-113.1306,1
19.6579,-113.2939,1
19.9019,-113.4551,1
19.9019,-113.4551,0
